Cue	NORMAL Breathing
15086041	3.754
15086044	3.754
15086046	3.754
15086049	3.754
15086052	3.753
15086055	3.753
15086058	3.753
15086061	3.752
15086064	3.752
15086067	3.751
15086070	3.750
15086072	3.750
15086075	3.749
15086078	3.749
15086081	3.748
15086084	3.748
15086087	3.747
15086090	3.746
15086093	3.746
15086095	3.745
15086098	3.745
15086101	3.744
15086104	3.744
15086107	3.743
15086110	3.743
15086113	3.743
15086116	3.743
15086118	3.743
15086121	3.744
15086124	3.744
15086127	3.745
15086130	3.745
15086133	3.746
15086136	3.746
15086139	3.747
15086142	3.747
15086144	3.747
15086147	3.747
15086150	3.748
15086153	3.748
15086156	3.748
15086159	3.748
15086162	3.749
15086164	3.749
15086167	3.749
15086170	3.750
15086173	3.750
15086176	3.750
15086179	3.750
15086182	3.751
15086185	3.751
15086188	3.751
15086190	3.751
15086193	3.751
15086196	3.752
15086199	3.752
15086202	3.752
15086205	3.752
15086208	3.752
15086211	3.752
15086214	3.752
15086216	3.752
15086219	3.753
15086222	3.753
15086225	3.753
15086228	3.752
15086231	3.753
15086234	3.753
15086237	3.753
15086239	3.753
15086242	3.753
15086245	3.753
15086248	3.753
15086251	3.753
15086254	3.753
15086257	3.753
15086260	3.753
15086262	3.752
15086265	3.752
15086268	3.751
15086271	3.751
15086274	3.750
15086277	3.749
15086280	3.748
15086283	3.747
15086286	3.746
15086288	3.746
15086291	3.745
15086294	3.745
15086297	3.745
15086300	3.745
15086303	3.746
15086306	3.746
15086309	3.746
15086311	3.747
15086314	3.747
15086317	3.747
15086320	3.748
15086323	3.748
15086326	3.748
15086329	3.748
15086332	3.748
15086334	3.749
15086337	3.749
15086340	3.749
15086343	3.750
15086346	3.750
15086349	3.750
15086352	3.750
15086355	3.751
15086358	3.751
15086360	3.752
15086363	3.752
15086366	3.752
15086369	3.753
15086372	3.753
15086375	3.753
15086378	3.754
15086381	3.754
15086383	3.754
15086386	3.754
15086389	3.754
15086392	3.755
15086395	3.755
15086398	3.755
15086401	3.755
15086404	3.755
15086406	3.755
15086409	3.755
15086412	3.755
15086415	3.755
15086418	3.755
15086421	3.754
15086424	3.754
15086427	3.754
15086429	3.754
15086432	3.754
15086435	3.754
15086438	3.754
15086441	3.753
15086444	3.753
15086447	3.752
15086450	3.751
15086453	3.751
15086455	3.750
15086458	3.749
15086461	3.748
15086464	3.747
15086467	3.746
15086470	3.746
15086473	3.746
15086476	3.746
15086478	3.746
15086481	3.746
15086484	3.746
15086487	3.747
15086490	3.747
15086493	3.747
15086496	3.748
15086499	3.748
15086501	3.748
15086504	3.748
15086507	3.749
15086510	3.749
15086513	3.749
15086516	3.749
15086519	3.749
15086522	3.750
15086525	3.750
15086527	3.750
15086530	3.750
15086533	3.751
15086536	3.751
15086539	3.751
15086542	3.751
15086545	3.751
15086548	3.751
15086550	3.752
15086553	3.752
15086556	3.752
15086559	3.752
15086562	3.753
15086565	3.753
15086568	3.753
15086571	3.754
15086574	3.754
15086576	3.754
15086579	3.755
15086582	3.755
15086585	3.755
15086588	3.755
15086591	3.755
15086594	3.755
15086597	3.755
15086599	3.755
15086602	3.755
15086605	3.755
15086608	3.755
15086611	3.755
15086614	3.755
15086617	3.755
15086620	3.755
15086622	3.755
15086625	3.755
15086628	3.755
15086631	3.755
15086634	3.755
15086637	3.755
15086640	3.755
15086643	3.754
15086646	3.754
15086648	3.754
15086651	3.753
15086654	3.753
15086657	3.753
15086660	3.752
15086663	3.752
15086666	3.751
15086669	3.751
15086671	3.751
15086674	3.751
15086677	3.751
Cue	NORMAL Breathing ... get ready for RIBCAGE breathing
15086680	3.751
15086683	3.751
15086686	3.751
15086689	3.751
15086692	3.752
15086694	3.752
15086697	3.752
15086700	3.752
15086703	3.752
15086706	3.752
15086709	3.753
15086712	3.753
15086715	3.753
15086718	3.753
15086720	3.753
15086723	3.753
15086726	3.753
15086729	3.753
15086732	3.753
15086735	3.753
15086738	3.752
15086741	3.752
15086743	3.752
15086746	3.752
15086749	3.752
15086752	3.752
15086755	3.752
15086758	3.752
15086761	3.753
15086764	3.753
15086766	3.753
15086769	3.753
15086772	3.753
15086775	3.753
15086778	3.753
15086781	3.753
15086784	3.753
15086787	3.753
15086790	3.753
15086792	3.753
15086795	3.753
15086798	3.753
15086801	3.753
15086804	3.754
15086807	3.754
15086810	3.754
15086813	3.754
15086815	3.754
15086818	3.754
15086821	3.754
15086824	3.755
15086827	3.755
15086830	3.755
15086833	3.755
15086836	3.755
15086838	3.755
15086841	3.755
15086844	3.755
15086847	3.755
15086850	3.755
15086853	3.755
15086856	3.755
15086859	3.755
Cue	RIBCAGE Breathing
15086862	3.755
15086864	3.754
15086867	3.754
15086870	3.754
15086873	3.754
15086876	3.754
15086879	3.754
15086882	3.754
15086885	3.754
15086887	3.754
15086890	3.754
15086893	3.754
15086896	3.754
15086899	3.754
15086902	3.755
15086905	3.755
15086908	3.755
15086910	3.755
15086913	3.756
15086916	3.756
15086919	3.755
15086922	3.755
15086925	3.755
15086928	3.755
15086931	3.755
15086934	3.755
15086936	3.755
15086939	3.755
15086942	3.755
15086945	3.755
15086948	3.755
15086951	3.755
15086954	3.755
15086956	3.756
15086959	3.756
15086962	3.756
15086965	3.756
15086968	3.756
15086971	3.756
15086974	3.757
15086977	3.757
15086980	3.757
15086982	3.757
15086985	3.757
15086988	3.757
15086991	3.758
15086994	3.758
15086997	3.758
15087000	3.758
15087003	3.758
15087005	3.758
15087008	3.758
15087011	3.757
15087014	3.758
15087017	3.757
15087020	3.757
15087023	3.757
15087026	3.757
15087028	3.757
15087031	3.756
15087034	3.756
15087037	3.756
15087040	3.756
15087043	3.756
15087046	3.756
15087049	3.756
15087052	3.757
15087054	3.757
15087057	3.757
15087060	3.757
15087063	3.757
15087066	3.758
15087069	3.758
15087072	3.758
15087075	3.758
15087078	3.758
15087080	3.758
15087083	3.758
15087086	3.758
15087089	3.758
15087092	3.758
15087095	3.758
15087098	3.758
15087100	3.758
15087103	3.758
15087106	3.758
15087109	3.758
15087112	3.758
15087115	3.757
15087118	3.757
15087121	3.757
15087124	3.756
15087126	3.756
15087129	3.755
15087132	3.755
15087135	3.754
15087138	3.754
15087141	3.754
15087144	3.754
15087147	3.754
15087149	3.754
15087152	3.755
15087155	3.755
15087158	3.755
15087161	3.756
15087164	3.756
15087167	3.757
15087170	3.757
15087173	3.758
15087175	3.758
15087178	3.759
15087181	3.759
15087184	3.759
15087187	3.760
15087190	3.760
15087193	3.760
15087196	3.760
15087198	3.760
15087201	3.760
15087204	3.760
15087207	3.760
15087210	3.760
15087213	3.760
15087216	3.759
15087219	3.759
15087222	3.759
15087224	3.759
15087227	3.759
15087230	3.759
15087233	3.759
15087236	3.758
15087239	3.758
15087242	3.758
15087244	3.758
15087247	3.758
15087250	3.758
15087253	3.758
15087256	3.759
15087259	3.759
15087262	3.758
15087265	3.759
15087268	3.759
15087270	3.759
15087273	3.759
15087276	3.759
15087279	3.759
15087282	3.760
15087285	3.760
15087288	3.760
15087291	3.760
15087293	3.761
15087296	3.761
15087299	3.761
15087302	3.761
15087305	3.761
15087308	3.761
15087311	3.762
15087314	3.762
15087316	3.761
15087319	3.761
15087322	3.761
15087325	3.761
15087328	3.760
15087331	3.760
15087334	3.759
15087337	3.759
15087340	3.758
15087342	3.758
15087345	3.758
15087348	3.758
15087351	3.758
15087354	3.758
15087357	3.758
15087360	3.758
15087363	3.758
15087365	3.759
15087368	3.759
15087371	3.759
15087374	3.760
15087377	3.760
15087380	3.759
15087383	3.760
15087386	3.760
15087389	3.760
15087391	3.760
15087394	3.760
15087397	3.759
15087400	3.760
15087403	3.760
15087406	3.760
15087409	3.760
15087412	3.760
15087414	3.761
15087417	3.761
15087420	3.761
15087423	3.762
15087426	3.762
15087429	3.762
15087432	3.762
15087435	3.762
15087438	3.762
15087440	3.762
15087443	3.762
15087446	3.762
15087449	3.762
15087452	3.762
15087455	3.762
15087458	3.762
15087461	3.762
15087463	3.762
15087466	3.762
15087469	3.762
15087472	3.761
15087475	3.762
15087478	3.761
15087481	3.762
15087484	3.762
15087486	3.762
15087489	3.762
15087492	3.762
15087495	3.762
15087498	3.762
15087501	3.763
15087504	3.763
15087507	3.763
15087510	3.763
15087512	3.763
15087515	3.763
15087518	3.763
15087521	3.763
15087524	3.763
15087527	3.763
15087530	3.763
15087532	3.763
15087535	3.763
15087538	3.764
15087541	3.764
15087544	3.764
15087547	3.764
15087550	3.764
15087553	3.765
15087556	3.765
15087558	3.765
15087561	3.765
15087564	3.765
15087567	3.765
15087570	3.765
15087573	3.766
15087576	3.765
15087579	3.765
15087582	3.765
15087584	3.765
15087587	3.765
15087590	3.765
15087593	3.765
15087596	3.765
15087599	3.765
15087602	3.764
15087604	3.765
15087607	3.765
15087610	3.765
15087613	3.765
15087616	3.765
15087619	3.765
15087622	3.765
15087625	3.765
15087628	3.765
15087630	3.766
15087633	3.766
15087636	3.766
15087639	3.766
15087642	3.766
15087645	3.766
15087648	3.767
15087651	3.767
15087654	3.767
15087656	3.767
15087659	3.767
15087662	3.768
15087665	3.768
15087668	3.768
15087671	3.768
15087674	3.768
15087676	3.768
15087679	3.768
15087682	3.768
15087685	3.767
15087688	3.767
15087691	3.767
15087694	3.766
15087697	3.766
15087700	3.766
15087702	3.766
15087705	3.765
15087708	3.765
15087711	3.764
15087714	3.764
15087717	3.764
15087720	3.763
15087723	3.763
15087726	3.763
15087728	3.763
15087731	3.763
15087734	3.763
15087737	3.764
15087740	3.764
15087743	3.764
15087746	3.765
15087749	3.765
15087751	3.765
15087754	3.765
15087757	3.765
15087760	3.765
15087763	3.766
15087766	3.766
15087769	3.766
15087772	3.766
15087774	3.766
15087777	3.767
15087780	3.767
15087783	3.767
15087786	3.767
15087789	3.768
15087792	3.768
15087795	3.768
15087798	3.768
15087800	3.768
15087803	3.768
15087806	3.768
15087809	3.769
15087812	3.769
15087815	3.769
15087818	3.769
15087820	3.769
15087823	3.769
15087826	3.769
15087829	3.769
15087832	3.770
15087835	3.770
15087838	3.770
15087841	3.770
15087844	3.769
15087846	3.769
15087849	3.769
15087852	3.769
15087855	3.769
15087858	3.769
15087861	3.770
15087864	3.770
15087867	3.770
15087870	3.769
15087872	3.769
15087875	3.769
15087878	3.769
15087881	3.769
15087884	3.769
15087887	3.769
15087890	3.769
15087893	3.769
15087895	3.769
15087898	3.769
15087901	3.770
15087904	3.770
15087907	3.770
15087910	3.771
15087913	3.771
15087916	3.771
15087918	3.771
15087921	3.771
15087924	3.771
15087927	3.770
15087930	3.770
15087933	3.770
15087936	3.769
15087939	3.769
15087942	3.768
15087944	3.768
15087947	3.767
15087950	3.767
15087953	3.766
15087956	3.766
15087959	3.765
15087962	3.764
15087965	3.763
15087967	3.763
15087970	3.762
15087973	3.762
15087976	3.761
15087979	3.761
15087982	3.761
15087985	3.761
15087988	3.762
15087990	3.762
15087993	3.763
15087996	3.763
15087999	3.763
15088002	3.764
15088005	3.764
15088008	3.764
15088011	3.765
15088013	3.765
15088016	3.765
15088019	3.765
15088022	3.766
15088025	3.766
15088028	3.766
15088031	3.767
15088034	3.767
15088036	3.767
15088039	3.767
15088042	3.768
15088045	3.768
15088048	3.768
15088051	3.768
15088054	3.769
15088057	3.769
15088060	3.769
15088062	3.769
15088065	3.769
15088068	3.769
15088071	3.769
15088074	3.769
15088077	3.770
15088080	3.770
15088083	3.770
15088086	3.770
15088088	3.771
15088091	3.771
15088094	3.771
15088097	3.771
15088100	3.771
15088103	3.771
15088106	3.771
15088109	3.771
15088111	3.771
15088114	3.770
15088117	3.770
15088120	3.770
15088123	3.770
15088126	3.770
15088129	3.769
15088132	3.769
15088134	3.769
15088137	3.769
15088140	3.769
15088143	3.769
15088146	3.770
15088149	3.770
15088152	3.770
15088155	3.770
15088158	3.771
15088160	3.771
15088163	3.771
15088166	3.771
15088169	3.771
15088172	3.771
15088175	3.771
15088178	3.771
15088180	3.771
15088183	3.771
15088186	3.770
15088189	3.770
15088192	3.770
15088195	3.769
15088198	3.768
15088201	3.767
15088204	3.767
15088206	3.766
15088209	3.765
15088212	3.764
15088215	3.764
15088218	3.764
15088221	3.763
15088224	3.763
15088227	3.763
15088230	3.764
15088232	3.764
15088235	3.765
15088238	3.765
15088241	3.765
15088244	3.765
15088247	3.765
15088250	3.766
15088253	3.766
15088255	3.766
15088258	3.766
15088261	3.766
15088264	3.766
15088267	3.766
15088270	3.766
15088273	3.766
15088276	3.766
15088278	3.767
15088281	3.767
15088284	3.767
15088287	3.767
15088290	3.768
15088293	3.768
15088296	3.768
15088299	3.768
15088302	3.769
15088304	3.769
15088307	3.769
15088310	3.770
15088313	3.770
15088316	3.770
15088319	3.770
15088322	3.771
15088325	3.771
15088327	3.771
15088330	3.771
15088333	3.772
15088336	3.772
15088339	3.772
15088342	3.772
15088345	3.772
15088348	3.772
15088350	3.772
15088353	3.772
15088356	3.772
15088359	3.771
15088362	3.771
15088365	3.771
15088368	3.770
15088371	3.770
15088374	3.769
15088376	3.769
15088379	3.769
15088382	3.768
15088385	3.768
15088388	3.769
15088391	3.769
15088394	3.769
15088397	3.769
15088399	3.769
15088402	3.770
15088405	3.770
15088408	3.770
15088411	3.770
15088414	3.770
15088417	3.770
15088420	3.770
15088422	3.769
15088425	3.769
15088428	3.769
15088431	3.768
15088434	3.767
15088437	3.766
15088440	3.765
15088443	3.764
15088446	3.762
15088448	3.760
15088451	3.759
15088454	3.758
15088457	3.756
15088460	3.755
15088463	3.755
15088466	3.754
15088469	3.754
15088471	3.754
15088474	3.755
15088477	3.755
Cue	RIBCAGE Breathing ... get ready for NORMAL breathing
15088480	3.756
15088483	3.756
15088486	3.757
15088489	3.757
15088492	3.758
15088494	3.759
15088497	3.759
15088500	3.759
15088503	3.760
15088506	3.760
15088509	3.761
15088512	3.761
15088515	3.762
15088517	3.762
15088520	3.762
15088523	3.763
15088526	3.763
15088529	3.764
15088532	3.764
15088535	3.764
15088538	3.765
15088540	3.765
15088543	3.765
15088546	3.766
15088549	3.766
15088552	3.766
15088555	3.766
15088558	3.766
15088561	3.766
15088564	3.766
15088566	3.766
15088569	3.766
15088572	3.766
15088575	3.766
15088578	3.765
15088581	3.765
15088584	3.765
15088587	3.765
15088590	3.764
15088592	3.764
15088595	3.763
15088598	3.763
15088601	3.762
15088604	3.762
15088607	3.761
15088610	3.761
15088612	3.761
15088615	3.760
15088618	3.760
15088621	3.760
15088624	3.760
15088627	3.760
15088630	3.760
15088633	3.760
15088636	3.760
15088638	3.760
15088641	3.761
15088644	3.761
15088647	3.761
15088650	3.762
15088653	3.762
15088656	3.763
15088659	3.763
Cue	NORMAL Breathing
15088662	3.763
15088664	3.763
15088667	3.764
15088670	3.764
15088673	3.764
15088676	3.765
15088679	3.765
15088682	3.765
15088684	3.765
15088687	3.766
15088690	3.766
15088693	3.766
15088696	3.767
15088699	3.767
15088702	3.767
15088705	3.767
15088708	3.767
15088710	3.767
15088713	3.767
15088716	3.767
15088719	3.767
15088722	3.767
15088725	3.767
15088728	3.767
15088731	3.767
15088734	3.767
15088736	3.767
15088739	3.767
15088742	3.767
15088745	3.767
15088748	3.767
15088751	3.767
15088754	3.767
15088757	3.767
15088759	3.767
15088762	3.766
15088765	3.766
15088768	3.766
15088771	3.766
15088774	3.765
15088777	3.765
15088780	3.764
15088782	3.763
15088785	3.763
15088788	3.762
15088791	3.761
15088794	3.761
15088797	3.759
15088800	3.759
15088803	3.758
15088805	3.757
15088808	3.757
15088811	3.757
15088814	3.757
15088817	3.757
15088820	3.757
15088823	3.757
15088826	3.758
15088828	3.758
15088831	3.758
15088834	3.759
15088837	3.759
15088840	3.759
15088843	3.759
15088846	3.759
15088849	3.759
15088852	3.759
15088854	3.759
15088857	3.759
15088860	3.759
15088863	3.759
15088866	3.759
15088869	3.760
15088872	3.760
15088875	3.760
15088877	3.761
15088880	3.761
15088883	3.762
15088886	3.763
15088889	3.763
15088892	3.764
15088895	3.764
15088898	3.765
15088901	3.765
15088903	3.766
15088906	3.766
15088909	3.766
15088912	3.766
15088915	3.766
15088918	3.766
15088921	3.767
15088924	3.767
15088926	3.767
15088929	3.767
15088932	3.767
15088935	3.767
15088938	3.767
15088941	3.767
15088944	3.767
15088947	3.767
15088949	3.767
15088952	3.767
15088955	3.767
15088958	3.767
15088961	3.767
15088964	3.767
15088967	3.767
15088970	3.767
15088973	3.767
15088975	3.767
15088978	3.767
15088981	3.767
15088984	3.767
15088987	3.766
15088990	3.766
15088993	3.765
15088996	3.765
15088998	3.764
15089001	3.764
15089004	3.763
15089007	3.762
15089010	3.761
15089013	3.760
15089016	3.759
15089019	3.758
15089021	3.758
15089024	3.758
15089027	3.758
15089030	3.758
15089033	3.758
15089036	3.758
15089039	3.759
15089042	3.759
15089045	3.759
15089047	3.760
15089050	3.760
15089053	3.760
15089056	3.760
15089059	3.760
15089062	3.760
15089065	3.760
15089068	3.761
15089070	3.761
15089073	3.761
15089076	3.761
15089079	3.761
15089082	3.762
15089085	3.762
15089088	3.762
15089091	3.763
15089094	3.763
15089096	3.764
15089099	3.764
15089102	3.765
15089105	3.765
15089108	3.766
15089111	3.766
15089114	3.766
15089116	3.766
15089119	3.767
15089122	3.767
15089125	3.767
15089128	3.767
15089131	3.767
15089134	3.767
15089137	3.767
15089140	3.768
15089142	3.768
15089145	3.768
15089148	3.768
15089151	3.768
15089154	3.768
15089157	3.768
15089160	3.768
15089163	3.767
15089165	3.768
15089168	3.768
15089171	3.768
15089174	3.768
15089177	3.768
15089180	3.768
15089183	3.768
15089186	3.768
15089189	3.768
15089191	3.768
15089194	3.767
15089197	3.767
15089200	3.767
15089203	3.766
15089206	3.765
15089209	3.765
15089212	3.764
15089214	3.763
15089217	3.762
15089220	3.761
15089223	3.760
15089226	3.759
15089229	3.757
15089232	3.756
15089235	3.754
15089238	3.751
15089240	3.748
15089243	3.744
15089246	3.740
15089249	3.736
15089252	3.732
15089255	3.728
15089258	3.724
15089261	3.720
15089263	3.718
15089266	3.717
15089269	3.717
15089272	3.717
15089275	3.718
15089278	3.720
15089281	3.722
15089284	3.724
15089286	3.726
15089289	3.729
15089292	3.731
15089295	3.733
15089298	3.734
15089301	3.736
15089304	3.737
15089307	3.738
15089309	3.739
15089312	3.740
15089315	3.740
15089318	3.741
15089321	3.742
15089324	3.742
15089327	3.743
15089330	3.743
15089333	3.744
15089335	3.744
15089338	3.745
15089341	3.745
15089344	3.746
15089347	3.746
15089350	3.747
15089353	3.747
15089356	3.748
15089358	3.748
15089361	3.749
15089364	3.749
15089367	3.750
15089370	3.750
15089373	3.750
15089376	3.751
15089379	3.751
15089381	3.751
15089384	3.752
15089387	3.752
15089390	3.752
15089393	3.752
15089396	3.752
15089399	3.753
15089402	3.753
15089404	3.752
15089407	3.752
15089410	3.753
15089413	3.753
15089416	3.753
15089419	3.753
15089422	3.753
15089425	3.752
15089428	3.752
15089430	3.752
15089433	3.752
15089436	3.752
15089439	3.751
15089442	3.751
15089445	3.751
15089448	3.751
15089451	3.751
15089454	3.752
15089456	3.752
15089459	3.752
15089462	3.753
15089465	3.753
15089468	3.753
15089471	3.754
15089474	3.754
15089477	3.754
15089479	3.754
15089482	3.754
15089485	3.754
15089488	3.755
15089491	3.755
15089494	3.755
15089497	3.755
15089500	3.755
15089502	3.756
15089505	3.756
15089508	3.756
15089511	3.756
15089514	3.756
15089517	3.757
15089520	3.757
15089523	3.757
15089526	3.757
15089528	3.757
15089531	3.758
15089534	3.758
15089537	3.758
15089540	3.758
15089543	3.759
15089546	3.759
15089549	3.759
15089551	3.759
15089554	3.760
15089557	3.760
15089560	3.760
15089563	3.760
15089566	3.760
15089569	3.760
15089572	3.760
15089574	3.760
15089577	3.760
15089580	3.760
15089583	3.760
15089586	3.760
15089589	3.760
15089592	3.760
15089595	3.760
15089598	3.760
15089600	3.759
15089603	3.759
15089606	3.759
15089609	3.758
15089612	3.758
15089615	3.758
15089618	3.757
15089621	3.757
15089623	3.757
15089626	3.757
15089629	3.756
15089632	3.756
15089635	3.756
15089638	3.756
15089641	3.756
15089644	3.756
15089646	3.756
15089649	3.756
15089652	3.757
15089655	3.757
15089658	3.757
15089661	3.757
15089664	3.758
15089667	3.758
15089670	3.758
15089672	3.758
15089675	3.758
15089678	3.758
15089681	3.758
15089684	3.758
15089687	3.758
15089690	3.758
15089693	3.758
15089695	3.758
15089698	3.758
15089701	3.758
15089704	3.759
15089707	3.759
15089710	3.760
15089713	3.760
15089716	3.760
15089718	3.760
15089721	3.761
15089724	3.761
15089727	3.761
15089730	3.761
15089733	3.762
15089736	3.762
15089739	3.762
15089742	3.762
15089744	3.762
15089747	3.762
15089750	3.762
15089753	3.763
15089756	3.763
15089759	3.763
15089762	3.763
15089765	3.763
15089767	3.763
15089770	3.763
15089773	3.763
15089776	3.763
15089779	3.763
15089782	3.763
15089785	3.763
15089788	3.763
15089790	3.763
15089793	3.763
15089796	3.763
15089799	3.763
15089802	3.763
15089805	3.763
15089808	3.763
15089811	3.763
15089814	3.763
15089816	3.763
15089819	3.763
15089822	3.763
15089825	3.762
15089828	3.762
15089831	3.762
15089834	3.762
15089837	3.762
15089839	3.761
15089842	3.762
15089845	3.762
15089848	3.762
15089851	3.762
15089854	3.762
15089857	3.762
15089860	3.762
15089862	3.762
15089865	3.763
15089868	3.762
15089871	3.762
15089874	3.762
15089877	3.762
15089880	3.762
15089883	3.762
15089885	3.762
15089888	3.762
15089891	3.762
15089894	3.762
15089897	3.763
15089900	3.763
15089903	3.763
15089906	3.763
15089909	3.763
15089911	3.763
15089914	3.763
15089917	3.763
15089920	3.764
15089923	3.763
15089926	3.764
15089929	3.764
15089932	3.764
15089934	3.764
15089937	3.764
15089940	3.764
15089943	3.764
15089946	3.764
15089949	3.764
15089952	3.764
15089955	3.764
15089958	3.764
15089960	3.764
15089963	3.764
15089966	3.765
15089969	3.765
15089972	3.764
15089975	3.764
15089978	3.764
15089981	3.764
15089983	3.765
15089986	3.765
15089989	3.765
15089992	3.765
15089995	3.765
15089998	3.765
15090001	3.766
15090004	3.766
15090006	3.766
15090009	3.766
15090012	3.765
15090015	3.766
15090018	3.765
15090021	3.765
15090024	3.765
15090027	3.765
15090029	3.765
15090032	3.765
15090035	3.765
15090038	3.765
15090041	3.764
15090044	3.764
15090047	3.763
15090050	3.763
15090052	3.762
15090055	3.762
15090058	3.762
15090061	3.761
15090064	3.761
15090067	3.761
15090070	3.761
15090073	3.761
15090076	3.761
15090078	3.761
15090081	3.761
15090084	3.761
15090087	3.762
15090090	3.762
15090093	3.762
15090096	3.762
15090099	3.761
15090101	3.761
15090104	3.761
15090107	3.761
15090110	3.761
15090113	3.761
15090116	3.761
15090119	3.761
15090122	3.762
15090125	3.762
15090127	3.762
15090130	3.763
15090133	3.763
15090136	3.763
15090139	3.763
15090142	3.764
15090145	3.764
15090148	3.764
15090150	3.764
15090153	3.764
15090156	3.764
15090159	3.765
15090162	3.765
15090165	3.765
15090168	3.765
15090171	3.765
15090174	3.765
15090176	3.765
15090179	3.765
15090182	3.765
15090185	3.765
15090188	3.765
15090191	3.765
15090194	3.765
15090196	3.765
15090199	3.765
15090202	3.765
15090205	3.765
15090208	3.765
15090211	3.765
15090214	3.765
15090217	3.765
15090220	3.765
15090222	3.765
15090225	3.765
15090228	3.765
15090231	3.765
15090234	3.766
15090237	3.766
15090240	3.765
15090243	3.765
15090246	3.765
15090248	3.765
15090251	3.765
15090254	3.765
15090257	3.765
15090260	3.764
15090263	3.764
15090266	3.764
15090269	3.763
15090271	3.763
15090274	3.763
15090277	3.762
Cue	NORMAL Breathing ... get ready for ABDOMINAL & RIBCAGE breathing
15090280	3.763
15090283	3.762
15090286	3.762
15090289	3.762
15090292	3.762
15090294	3.762
15090297	3.762
15090300	3.762
15090303	3.763
15090306	3.763
15090309	3.763
15090312	3.763
15090315	3.763
15090318	3.763
15090320	3.763
15090323	3.763
15090326	3.764
15090329	3.763
15090332	3.763
15090335	3.764
15090338	3.764
15090341	3.764
15090343	3.764
15090346	3.764
15090349	3.764
15090352	3.764
15090355	3.765
15090358	3.764
15090361	3.764
15090364	3.764
15090366	3.764
15090369	3.765
15090372	3.765
15090375	3.765
15090378	3.765
15090381	3.765
15090384	3.765
15090387	3.765
15090390	3.765
15090392	3.765
15090395	3.765
15090398	3.765
15090401	3.765
15090404	3.765
15090407	3.766
15090410	3.766
15090413	3.766
15090415	3.766
15090418	3.766
15090421	3.766
15090424	3.766
15090427	3.765
15090430	3.765
15090433	3.765
15090436	3.765
15090438	3.765
15090441	3.765
15090444	3.764
15090447	3.764
15090450	3.764
15090453	3.763
15090456	3.763
15090459	3.762
Cue	ABDOMINAL & RIBCAGE breathing
15090462	3.762
15090464	3.761
15090467	3.760
15090470	3.759
15090473	3.758
15090476	3.757
15090479	3.756
15090482	3.755
15090485	3.754
15090487	3.754
15090490	3.753
15090493	3.752
15090496	3.752
15090499	3.752
15090502	3.752
15090505	3.752
15090508	3.753
15090510	3.753
15090513	3.753
15090516	3.754
15090519	3.754
15090522	3.755
15090525	3.755
15090528	3.756
15090531	3.756
15090534	3.757
15090536	3.757
15090539	3.757
15090542	3.758
15090545	3.758
15090548	3.759
15090551	3.759
15090554	3.759
15090556	3.759
15090559	3.759
15090562	3.758
15090565	3.758
15090568	3.758
15090571	3.757
15090574	3.756
15090577	3.755
15090580	3.755
15090582	3.754
15090585	3.752
15090588	3.752
15090591	3.752
15090594	3.751
15090597	3.750
15090600	3.749
15090603	3.747
15090606	3.746
15090608	3.745
15090611	3.745
15090614	3.745
15090617	3.744
15090620	3.744
15090623	3.743
15090626	3.744
15090628	3.744
15090631	3.745
15090634	3.746
15090637	3.747
15090640	3.748
15090643	3.748
15090646	3.749
15090649	3.749
15090652	3.750
15090654	3.750
15090657	3.751
15090660	3.752
15090663	3.752
15090666	3.753
15090669	3.753
15090672	3.754
15090675	3.755
15090678	3.755
15090680	3.756
15090683	3.756
15090686	3.757
15090689	3.757
15090692	3.758
15090695	3.758
15090698	3.758
15090701	3.758
15090703	3.759
15090706	3.759
15090709	3.759
15090712	3.759
15090715	3.760
15090718	3.760
15090721	3.760
15090724	3.760
15090726	3.760
15090729	3.760
15090732	3.760
15090735	3.760
15090738	3.760
15090741	3.760
15090744	3.761
15090747	3.761
15090749	3.761
15090752	3.761
15090755	3.761
15090758	3.761
15090761	3.761
15090764	3.761
15090767	3.761
15090770	3.761
15090773	3.761
15090775	3.761
15090778	3.761
15090781	3.760
15090784	3.760
15090787	3.760
15090790	3.760
15090793	3.760
15090796	3.760
15090798	3.760
15090801	3.760
15090804	3.760
15090807	3.760
15090810	3.759
15090813	3.759
15090816	3.758
15090819	3.758
15090821	3.756
15090824	3.755
15090827	3.754
15090830	3.752
15090833	3.750
15090836	3.749
15090839	3.748
15090842	3.746
15090844	3.743
15090847	3.740
15090850	3.737
15090853	3.733
15090856	3.729
15090859	3.725
15090862	3.720
15090865	3.715
15090868	3.708
15090870	3.701
15090873	3.695
15090876	3.690
15090879	3.687
15090882	3.684
15090885	3.682
15090888	3.681
15090891	3.680
15090894	3.680
15090896	3.681
15090899	3.683
15090902	3.685
15090905	3.686
15090908	3.687
15090911	3.688
15090914	3.688
15090917	3.688
15090919	3.689
15090922	3.690
15090925	3.691
15090928	3.692
15090931	3.693
15090934	3.693
15090937	3.694
15090940	3.695
15090942	3.696
15090945	3.697
15090948	3.698
15090951	3.699
15090954	3.700
15090957	3.701
15090960	3.702
15090963	3.703
15090966	3.704
15090968	3.705
15090971	3.706
15090974	3.707
15090977	3.709
15090980	3.711
15090983	3.712
15090986	3.714
15090989	3.716
15090991	3.718
15090994	3.720
15090997	3.722
15091000	3.724
15091003	3.725
15091006	3.727
15091009	3.728
15091012	3.729
15091014	3.730
15091017	3.731
